År,Måned,Dag,Tid,Volum totalt,Lufttemperatur,Relativ luftfuktighet,Lufttrykk
2016,3,4,13,511,7.4,41.0,995.8
2016,3,4,14,566,6.6,45.0,996.2
2016,3,4,15,464,6.2,55.0,996.3
2016,3,4,16,313,5.7,57.0,996.3
2016,3,4,17,281,5.3,57.0,996.5
2016,3,4,18,274,4.0,66.0,996.7
2016,3,4,19,194,3.6,70.0,997.0
2016,3,4,20,168,3.3,71.0,997.2
2016,3,4,21,118,2.6,75.0,997.3
2016,3,4,22,132,2.1,77.0,997.5
2016,3,4,23,81,1.4,77.0,997.5
2016,3,5,0,49,0.7,76.0,997.7
2016,3,5,1,47,0.8,80.0,997.8
2016,3,5,2,62,0.3,79.0,998.0
2016,3,5,3,46,0.5,82.0,998.0
2016,3,5,4,23,1.1,79.0,998.0
2016,3,5,5,49,0.8,78.0,998.2
2016,3,5,6,72,1.2,81.0,998.3
2016,3,5,7,116,1.2,80.0,998.7
2016,3,5,8,144,1.5,81.0,999.0
2016,3,5,9,191,2.4,78.0,999.2
2016,3,5,10,252,3.4,76.0,999.2
2016,3,5,11,283,4.0,67.0,999.2
2016,3,5,12,317,5.6,60.0,998.8
2016,3,5,13,325,5.7,61.0,998.5
2016,3,5,14,299,5.8,57.0,998.3
2016,3,5,15,309,6.3,53.0,998.3
2016,3,5,16,310,5.6,53.0,998.3
2016,3,5,17,258,5.2,52.0,998.3
2016,3,5,18,183,4.4,58.0,998.3
2016,3,5,19,158,3.1,62.0,998.3
2016,3,5,20,130,2.3,66.0,998.5
2016,3,5,21,128,1.5,65.0,998.5
2016,3,5,22,115,0.9,68.0,998.7
2016,3,5,23,90,0.5,65.0,998.5
2016,3,6,0,88,-0.1,69.0,998.2
2016,3,6,1,82,-0.3,68.0,997.5
2016,3,6,2,94,-0.1,67.0,997.0
2016,3,6,3,62,0.2,68.0,996.5
2016,3,6,4,31,0.2,68.0,995.8
2016,3,6,5,35,0.2,71.0,995.5
2016,3,6,6,43,0.8,70.0,995.0
2016,3,6,7,56,0.7,71.0,995.0
2016,3,6,8,100,1.8,65.0,995.0
2016,3,6,9,169,2.8,67.0,995.0
2016,3,6,10,190,3.1,62.0,994.8
2016,3,6,11,292,3.4,62.0,994.6
2016,3,6,12,315,3.0,66.0,994.1
2016,3,6,13,349,4.1,56.0,993.8
2016,3,6,14,310,4.5,52.0,993.6
2016,3,6,15,334,4.6,51.0,993.6
2016,3,6,16,304,4.5,50.0,993.8
2016,3,6,17,306,4.3,50.0,994.1
2016,3,6,18,303,3.9,51.0,994.5
2016,3,6,19,256,3.5,53.0,995.0
2016,3,6,20,205,3.2,60.0,995.3
2016,3,6,21,128,2.8,56.0,995.6
2016,3,6,22,75,2.6,57.0,995.8
2016,3,6,23,33,2.4,57.0,996.0
2016,3,7,0,20,1.7,61.0,996.0
2016,3,7,1,16,1.2,64.0,996.0
2016,3,7,2,22,1.8,55.0,996.0
2016,3,7,3,13,0.8,64.0,996.2
2016,3,7,4,37,1.2,58.0,996.2
2016,3,7,5,174,0.8,58.0,996.3
2016,3,7,6,449,0.6,55.0,996.7
2016,3,7,7,584,1.1,53.0,996.8
2016,3,7,8,435,2.2,46.0,997.0
2016,3,7,9,402,2.4,49.0,997.3
2016,3,7,10,379,2.6,46.0,997.7
2016,3,7,11,284,3.1,44.0,997.7
2016,3,7,12,366,3.5,43.0,997.8
2016,3,7,13,462,4.7,41.0,997.8
2016,3,7,14,576,4.7,39.0,997.5
2016,3,7,15,549,4.9,39.0,997.7
2016,3,7,16,429,4.7,41.0,998.3
2016,3,7,17,306,4.5,44.0,998.7
2016,3,7,18,318,4.0,46.0,999.2
2016,3,7,19,257,3.7,48.0,999.5
2016,3,7,20,220,2.8,53.0,999.9
2016,3,7,21,143,2.4,56.0,999.9
2016,3,7,22,76,2.0,62.0,1000.0
2016,3,7,23,43,-0.1,67.0,1000.2
2016,3,8,0,33,-0.4,69.0,1000.2
2016,3,8,1,9,-0.9,72.0,1000.2
2016,3,8,2,12,-1.2,71.0,1000.0
2016,3,8,3,13,-1.3,70.0,1000.2
2016,3,8,4,29,-1.6,69.0,1000.4
2016,3,8,5,190,-1.4,68.0,1000.7
2016,3,8,6,410,-2.1,71.0,1000.7
2016,3,8,7,574,-1.0,66.0,1000.7
2016,3,8,8,460,0.2,62.0,1000.9
2016,3,8,9,384,1.9,53.0,1001.0
2016,3,8,10,388,2.8,49.0,1000.9
2016,3,8,11,414,3.0,50.0,1000.9
2016,3,8,12,434,3.1,54.0,1000.9
2016,3,8,13,470,3.6,52.0,1000.5
2016,3,8,14,582,3.8,50.0,1000.2
2016,3,8,15,538,3.9,50.0,999.9
2016,3,8,16,432,3.8,50.0,999.5
2016,3,8,17,323,3.6,49.0,999.5
2016,3,8,18,283,3.0,54.0,999.5
2016,3,8,19,250,2.8,57.0,999.4
2016,3,8,20,222,3.1,57.0,999.0
2016,3,8,21,160,2.8,59.0,998.8
2016,3,8,22,93,0.8,77.0,998.8
2016,3,8,23,34,2.2,68.0,998.3
2016,3,9,0,27,2.6,64.0,997.8
2016,3,9,1,18,2.6,67.0,998.0
2016,3,9,2,27,3.2,65.0,998.0
2016,3,9,3,22,3.0,68.0,998.0
2016,3,9,4,32,3.8,62.0,998.2
2016,3,9,5,182,4.1,59.0,998.5
2016,3,9,6,467,4.4,55.0,998.8
2016,3,9,7,614,4.6,54.0,999.7
2016,3,9,8,441,4.8,57.0,1000.4
2016,3,9,9,339,4.7,60.0,1001.2
2016,3,9,10,417,5.0,62.0,1001.7
2016,3,9,11,401,5.6,60.0,1002.4
2016,3,9,12,447,6.4,56.0,1003.1
2016,3,9,13,490,6.8,52.0,1003.6
2016,3,9,14,579,7.0,52.0,1004.4
2016,3,9,15,513,6.6,54.0,1004.9
2016,3,9,16,409,6.2,58.0,1005.8
2016,3,9,17,353,5.8,62.0,1006.8
2016,3,9,18,316,5.8,62.0,1007.9
2016,3,9,19,231,5.6,61.0,1008.8
2016,3,9,20,230,5.6,62.0,1009.5
2016,3,9,21,147,5.2,61.0,1010.1
2016,3,9,22,79,5.2,61.0,1011.0
2016,3,9,23,58,5.0,60.0,1011.8
2016,3,10,0,24,5.2,57.0,1012.8
2016,3,10,1,16,4.8,58.0,1013.7
2016,3,10,2,23,4.7,58.0,1014.5
2016,3,10,3,17,4.7,58.0,1015.0
2016,3,10,4,26,4.7,57.0,1015.5
2016,3,10,5,192,4.4,57.0,1016.4
2016,3,10,6,410,4.6,55.0,1017.0
2016,3,10,7,587,3.1,64.0,1017.9
2016,3,10,8,430,3.0,64.0,1018.7
2016,3,10,9,409,4.3,59.0,1019.2
2016,3,10,10,374,6.4,49.0,1019.7
2016,3,10,11,399,6.7,47.0,1020.4
2016,3,10,12,448,6.7,47.0,1020.7
2016,3,10,13,480,7.0,46.0,1021.1
2016,3,10,14,610,7.0,46.0,1021.2
2016,3,10,15,450,7.3,48.0,1020.9
2016,3,10,16,441,7.0,49.0,1021.4
2016,3,10,17,371,6.1,51.0,1021.8
2016,3,10,18,301,5.2,56.0,1022.4
2016,3,10,19,295,4.5,62.0,1022.6
2016,3,10,20,199,3.7,64.0,1022.6
2016,3,10,21,406,3.5,64.0,1023.1
2016,3,10,22,295,3.0,65.0,1023.3
2016,3,10,23,116,3.0,64.0,1022.9
2016,3,11,0,58,3.0,62.0,1023.3
2016,3,11,1,57,2.7,62.0,1023.3
2016,3,11,2,57,2.8,62.0,1023.3
2016,3,11,3,24,3.4,59.0,1023.3
2016,3,11,4,36,3.2,60.0,1023.3
2016,3,11,5,180,3.2,60.0,1023.4
2016,3,11,6,419,3.1,60.0,1023.4
2016,3,11,7,519,3.4,58.0,1023.6
2016,3,11,8,425,3.4,58.0,1023.6
2016,3,11,9,434,4.1,56.0,1023.8
2016,3,11,10,412,4.5,54.0,1023.9
2016,3,11,11,451,4.9,57.0,1023.9
2016,3,11,12,494,4.8,57.0,1024.1
2016,3,11,13,534,5.0,59.0,1024.3
2016,3,11,14,611,5.1,59.0,1024.3
2016,3,11,15,474,5.0,60.0,1024.3
2016,3,11,16,380,4.7,62.0,1024.1
2016,3,11,17,334,4.4,61.0,1024.1
2016,3,11,18,293,4.0,62.0,1024.3
2016,3,11,19,221,4.2,61.0,1024.4
2016,3,11,20,178,4.3,61.0,1024.3
2016,3,11,21,155,4.4,60.0,1024.3
2016,3,11,22,123,4.4,61.0,1024.1
2016,3,11,23,101,4.5,61.0,1023.9
2016,3,12,0,62,4.4,61.0,1023.9
2016,3,12,1,75,4.4,61.0,1023.8
2016,3,12,2,73,4.5,61.0,1023.4
2016,3,12,3,57,4.4,62.0,1023.3
2016,3,12,4,28,4.4,63.0,1023.1
2016,3,12,5,47,4.4,64.0,1022.9
2016,3,12,6,53,4.4,63.0,1022.8
2016,3,12,7,104,4.3,63.0,1023.1
2016,3,12,8,170,4.4,63.0,1023.1
2016,3,12,9,249,4.3,62.0,1023.1
2016,3,12,10,309,3.8,69.0,1023.4
2016,3,12,11,333,2.6,82.0,1023.6
2016,3,12,12,383,2.6,84.0,1023.4
2016,3,12,13,401,2.8,84.0,1023.4
2016,3,12,14,345,2.8,85.0,1023.6
2016,3,12,15,288,3.2,84.0,1023.3
2016,3,12,16,349,3.4,81.0,1023.6
2016,3,12,17,279,3.3,83.0,1023.8
2016,3,12,18,258,3.0,88.0,1024.1
2016,3,12,19,170,3.1,88.0,1024.6
2016,3,12,20,152,3.1,88.0,1025.0
2016,3,12,21,121,3.5,87.0,1025.5
2016,3,12,22,97,3.6,88.0,1025.6
2016,3,12,23,107,3.6,88.0,1026.0
2016,3,13,0,108,3.5,89.0,1026.1
2016,3,13,1,125,3.8,88.0,1026.5
2016,3,13,2,91,3.8,88.0,1027.0
2016,3,13,3,71,3.7,90.0,1027.3
2016,3,13,4,36,3.8,90.0,1027.5
2016,3,13,5,26,4.2,90.0,1027.8
2016,3,13,6,41,4.3,89.0,1027.8
2016,3,13,7,83,4.7,88.0,1028.5
2016,3,13,8,137,5.1,85.0,1029.2
2016,3,13,9,205,5.0,87.0,1029.7
2016,3,13,10,259,5.4,85.0,1029.8
2016,3,13,11,293,5.1,90.0,1030.3
2016,3,13,12,311,5.3,89.0,1030.3
2016,3,13,13,421,5.2,90.0,1030.3
2016,3,13,14,334,5.4,89.0,1030.3
2016,3,13,15,347,5.3,90.0,1030.2
2016,3,13,16,330,5.6,90.0,1030.5
2016,3,13,17,263,5.4,91.0,1030.8
2016,3,13,18,218,5.6,91.0,1031.2
2016,3,13,19,286,5.5,91.0,1031.3
2016,3,13,20,195,5.6,91.0,1031.5
2016,3,13,21,124,5.7,90.0,1031.7
2016,3,13,22,61,5.8,89.0,1031.7
2016,3,13,23,35,5.6,91.0,1031.7
2016,3,14,0,28,5.3,92.0,1031.9
2016,3,14,1,31,5.3,93.0,1032.0
2016,3,14,2,20,5.2,94.0,1032.0
2016,3,14,3,17,5.2,94.0,1032.2
2016,3,14,4,27,5.4,95.0,1032.2
2016,3,14,5,194,5.2,94.0,1032.2
2016,3,14,6,420,5.1,95.0,1032.2
2016,3,14,7,551,5.1,95.0,1032.2
2016,3,14,8,420,5.3,95.0,1032.5
2016,3,14,9,366,5.4,94.0,1032.4
2016,3,14,10,376,6.1,93.0,1032.4
2016,3,14,11,387,6.8,90.0,1031.9
2016,3,14,12,398,7.9,85.0,1031.7
2016,3,14,13,477,7.8,85.0,1031.2
2016,3,14,14,552,8.2,85.0,1030.8
2016,3,14,15,550,8.4,84.0,1030.5
2016,3,14,16,400,8.9,82.0,1030.0
2016,3,14,17,364,8.6,83.0,1029.5
2016,3,14,18,332,8.4,84.0,1029.0
2016,3,14,19,238,7.3,88.0,1028.8
2016,3,14,20,224,6.6,89.0,1028.8
2016,3,14,21,110,6.0,90.0,1029.3
2016,3,14,22,77,6.0,90.0,1029.2
2016,3,14,23,46,5.3,91.0,1029.3
2016,3,15,0,18,5.0,93.0,1029.3
2016,3,15,1,16,4.7,93.0,1029.3
2016,3,15,2,15,4.2,94.0,1029.2
2016,3,15,3,9,3.7,94.0,1029.0
2016,3,15,4,25,3.3,95.0,1028.8
2016,3,15,5,192,3.2,95.0,1028.7
2016,3,15,6,437,2.6,95.0,1028.7
2016,3,15,7,563,2.4,95.0,1028.7
2016,3,15,8,423,2.5,96.0,1028.8
2016,3,15,9,406,2.9,96.0,1029.2
2016,3,15,10,400,3.2,96.0,1029.0
2016,3,15,11,422,4.0,96.0,1028.7
2016,3,15,12,444,6.3,96.0,1028.5
2016,3,15,13,479,8.2,83.0,1028.3
2016,3,15,14,549,9.8,72.0,1028.3
2016,3,15,15,532,10.3,69.0,1028.1
2016,3,15,16,383,9.5,74.0,1028.1
2016,3,15,17,375,9.4,74.0,1028.5
2016,3,15,18,329,8.3,80.0,1028.5
2016,3,15,19,257,7.6,83.0,1028.8
2016,3,15,20,213,6.6,86.0,1028.8
2016,3,15,21,163,6.0,88.0,1028.8
2016,3,15,22,51,5.5,89.0,1028.7
2016,3,15,23,41,5.2,91.0,1028.8
2016,3,16,0,33,4.7,92.0,1028.8
2016,3,16,1,26,4.2,92.0,1029.0
2016,3,16,2,32,4.0,93.0,1029.0
2016,3,16,3,10,3.9,93.0,1028.7
2016,3,16,4,26,3.6,93.0,1028.3
2016,3,16,5,178,3.5,94.0,1028.7
2016,3,16,6,437,3.5,94.0,1028.7
2016,3,16,7,556,3.5,94.0,1028.8
2016,3,16,8,439,5.5,95.0,1029.2
2016,3,16,9,426,7.1,91.0,1029.3
2016,3,16,10,376,8.4,76.0,1029.0
2016,3,16,11,420,9.7,69.0,1028.8
2016,3,16,12,479,10.1,67.0,1028.7
2016,3,16,13,551,10.8,61.0,1028.3
2016,3,16,14,588,11.5,61.0,1027.8
2016,3,16,15,545,11.0,68.0,1027.6
2016,3,16,16,449,10.4,72.0,1027.3
2016,3,16,17,336,9.9,73.0,1027.3
2016,3,16,18,358,8.8,77.0,1027.3
2016,3,16,19,292,7.8,81.0,1027.1
2016,3,16,20,216,7.2,84.0,1026.8
2016,3,16,21,172,6.0,85.0,1026.8
2016,3,16,22,104,5.7,88.0,1026.5
2016,3,16,23,48,5.1,90.0,1026.0
2016,3,17,0,37,4.9,91.0,1025.8
2016,3,17,1,19,4.6,91.0,1025.5
2016,3,17,2,20,4.4,90.0,1024.8
2016,3,17,3,13,4.1,90.0,1024.1
2016,3,17,4,26,4.2,89.0,1023.8
2016,3,17,5,206,3.8,89.0,1023.8
2016,3,17,6,449,4.0,89.0,1023.4
2016,3,17,7,605,3.9,88.0,1023.4
2016,3,17,8,430,4.8,83.0,1023.4
2016,3,17,9,282,5.8,76.0,1023.4
2016,3,17,10,426,7.5,72.0,1023.3
2016,3,17,11,460,8.5,68.0,1022.9
2016,3,17,12,417,9.1,70.0,1022.1
2016,3,17,13,526,9.4,73.0,1021.8
2016,3,17,14,787,9.7,71.0,1021.2
2016,3,17,15,580,8.8,73.0,1020.7
2016,3,17,16,387,8.3,74.0,1019.9
2016,3,17,17,400,7.0,81.0,1019.7
2016,3,17,18,354,6.6,81.0,1019.6
2016,3,17,19,292,6.4,84.0,1019.6
2016,3,17,20,217,6.4,85.0,1019.4
2016,3,17,21,145,6.4,85.0,1019.4
2016,3,17,22,111,6.1,85.0,1019.2
2016,3,17,23,46,6.0,85.0,1019.1
2016,3,18,0,49,5.8,83.0,1019.1
2016,3,18,1,37,5.6,83.0,1018.7
2016,3,18,2,39,5.3,83.0,1018.6
2016,3,18,3,30,5.0,82.0,1018.2
2016,3,18,4,32,4.8,84.0,1018.4
2016,3,18,5,201,4.8,84.0,1018.0
2016,3,18,6,393,4.9,83.0,1017.9
2016,3,18,7,558,4.7,87.0,1018.2
2016,3,18,8,430,4.7,90.0,1017.9
2016,3,18,9,410,5.3,88.0,1017.7
2016,3,18,10,426,5.6,82.0,1017.9
2016,3,18,11,518,6.4,75.0,1017.9
2016,3,18,12,541,6.5,73.0,1017.7
2016,3,18,13,589,6.9,70.0,1017.2
2016,3,18,14,561,6.6,70.0,1017.2
2016,3,18,15,509,6.7,69.0,1017.0
2016,3,18,16,364,6.8,68.0,1016.7
2016,3,18,17,337,6.4,72.0,1016.9
2016,3,18,18,278,5.4,78.0,1017.2
2016,3,18,19,199,4.8,83.0,1017.2
2016,3,18,20,188,4.8,81.0,1017.4
2016,3,18,21,137,4.7,82.0,1017.4
2016,3,18,22,96,4.5,77.0,1017.9
2016,3,18,23,79,4.3,74.0,1018.0
2016,3,19,0,97,4.2,75.0,1018.2
2016,3,19,1,55,4.1,79.0,1018.2
2016,3,19,2,80,4.3,77.0,1018.0
2016,3,19,3,40,4.1,85.0,1017.7
2016,3,19,4,29,4.3,84.0,1017.2
2016,3,19,5,50,4.0,89.0,1016.9
2016,3,19,6,70,4.2,89.0,1016.4
2016,3,19,7,71,4.3,89.0,1016.2
2016,3,19,8,117,4.2,90.0,1015.9
2016,3,19,9,190,4.0,93.0,1015.7
2016,3,19,10,204,4.8,94.0,1015.2
2016,3,19,11,290,5.3,93.0,1014.8
2016,3,19,12,287,5.5,94.0,1014.5
2016,3,19,13,278,5.6,91.0,1013.7
2016,3,19,14,318,6.0,83.0,1013.5
2016,3,19,15,244,6.4,79.0,1012.8
2016,3,19,16,233,6.0,79.0,1013.0
2016,3,19,17,243,5.8,79.0,1012.8
2016,3,19,18,156,5.6,81.0,1012.0
2016,3,19,19,145,5.4,83.0,1011.6
2016,3,19,20,112,4.8,86.0,1010.8
2016,3,19,21,97,4.7,89.0,1010.3
2016,3,19,22,71,4.3,90.0,1010.1
2016,3,19,23,85,4.4,92.0,1010.3
2016,3,20,0,47,4.6,91.0,1009.8
2016,3,20,1,70,4.7,90.0,1010.1
2016,3,20,2,72,4.9,89.0,1009.8
2016,3,20,3,70,5.0,85.0,1009.3
2016,3,20,4,35,5.1,88.0,1009.3
2016,3,20,5,38,5.3,87.0,1009.0
2016,3,20,6,53,5.4,86.0,1009.0
2016,3,20,7,54,5.2,84.0,1008.8
2016,3,20,8,74,5.4,83.0,1008.8
2016,3,20,9,153,4.5,89.0,1008.6
2016,3,20,10,156,5.0,90.0,1008.6
2016,3,20,11,204,4.8,91.0,1008.6
2016,3,20,12,262,4.7,92.0,1008.3
2016,3,20,13,293,4.7,92.0,1008.1
2016,3,20,14,288,4.8,93.0,1007.8
2016,3,20,15,309,5.4,93.0,1007.4
2016,3,20,16,298,5.6,92.0,1007.3
2016,3,20,17,193,5.8,90.0,1006.9
2016,3,20,18,202,5.8,91.0,1006.6
2016,3,20,19,267,5.4,91.0,1006.6
2016,3,20,20,159,5.5,89.0,1006.6
2016,3,20,21,88,5.2,88.0,1006.6
2016,3,20,22,86,5.1,86.0,1006.4
2016,3,20,23,41,4.7,85.0,1005.9
2016,3,21,0,24,4.7,85.0,1006.1
2016,3,21,1,19,4.3,87.0,1005.6
2016,3,21,2,23,4.1,88.0,1004.9
2016,3,21,3,18,3.8,88.0,1004.1
2016,3,21,4,28,3.7,91.0,1003.2
2016,3,21,5,126,3.8,93.0,1002.7
2016,3,21,6,271,4.1,88.0,1002.0
2016,3,21,7,320,4.5,90.0,1001.4
2016,3,21,8,334,4.2,92.0,1001.2
2016,3,21,9,290,4.6,93.0,1000.9
2016,3,21,10,329,4.7,93.0,1000.9
2016,3,21,11,462,4.9,93.0,1000.9
2016,3,21,12,465,5.3,93.0,1000.5
2016,3,21,13,472,6.3,93.0,1000.5
2016,3,21,14,540,7.0,90.0,1000.5
2016,3,21,15,366,6.7,85.0,1000.5
2016,3,21,16,284,6.5,88.0,1000.7
2016,3,21,17,246,6.0,91.0,1000.7
2016,3,21,18,201,5.9,93.0,1001.2
2016,3,21,19,164,5.7,94.0,1001.5
2016,3,21,20,155,5.5,92.0,1001.9
2016,3,21,21,95,5.6,92.0,1002.0
2016,3,21,22,69,5.3,92.0,1002.0
2016,3,21,23,43,4.8,92.0,1002.4
2016,3,22,0,31,4.5,92.0,1002.7
2016,3,22,1,15,4.6,89.0,1002.7
2016,3,22,2,16,4.4,88.0,1002.6
2016,3,22,3,10,4.1,88.0,1002.6
2016,3,22,4,21,3.9,88.0,1002.6
2016,3,22,5,135,3.6,89.0,1002.6
2016,3,22,6,259,3.1,91.0,1002.6
2016,3,22,7,257,3.6,92.0,1002.6
2016,3,22,8,303,3.7,93.0,1002.6
2016,3,22,9,310,3.5,91.0,1002.7
2016,3,22,10,344,3.8,89.0,1002.7
2016,3,22,11,357,3.9,91.0,1002.7
2016,3,22,12,344,4.9,88.0,1002.9
2016,3,22,13,404,5.4,87.0,1002.9
2016,3,22,14,455,6.1,84.0,1002.7
2016,3,22,15,349,5.9,78.0,1002.7
2016,3,22,16,288,5.8,80.0,1002.7
2016,3,22,17,241,5.6,82.0,1003.1
2016,3,22,18,197,5.2,77.0,1003.2
2016,3,22,19,192,5.1,76.0,1003.6
2016,3,22,20,149,4.1,83.0,1003.7
2016,3,22,21,109,3.9,81.0,1003.9
2016,3,22,22,70,3.7,83.0,1004.1
2016,3,22,23,51,3.6,84.0,1004.2
2016,3,23,0,26,3.4,83.0,1004.6
2016,3,23,1,48,3.3,83.0,1004.7
2016,3,23,2,22,3.0,79.0,1004.7
2016,3,23,3,27,2.2,82.0,1004.7
2016,3,23,4,25,2.2,80.0,1004.7
2016,3,23,5,114,0.8,83.0,1004.9
2016,3,23,6,211,1.5,84.0,1005.2
2016,3,23,7,215,0.7,87.0,1005.6
2016,3,23,8,247,2.3,79.0,1005.6
2016,3,23,9,257,3.8,75.0,1005.8
2016,3,23,10,504,4.1,68.0,1005.6
2016,3,23,11,618,5.1,63.0,1005.8
2016,3,23,12,315,5.2,57.0,1005.4
2016,3,23,13,268,5.8,56.0,1005.1
2016,3,23,14,253,5.6,57.0,1004.4
2016,3,23,15,220,5.6,58.0,1004.4
2016,3,23,16,217,6.1,57.0,1004.2
2016,3,23,17,198,4.7,66.0,1004.6
2016,3,23,18,171,3.9,72.0,1004.4
2016,3,23,19,166,3.2,75.0,1004.2
2016,3,23,20,113,2.5,80.0,1003.9
2016,3,23,21,86,2.1,80.0,1003.7
2016,3,23,22,80,2.2,81.0,1003.2
2016,3,23,23,63,2.2,78.0,1002.9
2016,3,24,0,28,2.6,75.0,1002.0
2016,3,24,1,35,3.3,69.0,1001.2
2016,3,24,2,31,2.7,73.0,1000.9
2016,3,24,3,22,2.8,74.0,1000.5
2016,3,24,4,14,3.0,73.0,999.5
2016,3,24,5,32,3.4,67.0,998.8
2016,3,24,6,43,3.0,72.0,998.3
2016,3,24,7,36,2.2,83.0,998.0
2016,3,24,8,55,2.6,84.0,997.5
2016,3,24,9,82,2.6,87.0,997.0
2016,3,24,10,147,2.5,88.0,996.7
2016,3,24,11,196,2.9,89.0,996.5
2016,3,24,12,190,3.0,89.0,996.3
2016,3,24,13,220,4.1,89.0,995.8
2016,3,24,14,256,4.6,87.0,995.6
2016,3,24,15,201,4.8,88.0,995.1
2016,3,24,16,200,4.9,89.0,995.3
2016,3,24,17,166,4.9,90.0,995.1
2016,3,24,18,159,4.7,90.0,994.8
2016,3,24,19,139,4.7,90.0,994.8
2016,3,24,20,110,4.7,91.0,994.5
2016,3,24,21,75,4.4,92.0,994.1
2016,3,24,22,56,4.4,92.0,994.0
2016,3,24,23,62,4.6,93.0,993.6
2016,3,25,0,43,4.8,93.0,993.5
2016,3,25,1,27,4.7,92.0,993.1
2016,3,25,2,27,4.9,92.0,992.6
2016,3,25,3,25,4.7,93.0,992.4
2016,3,25,4,18,5.4,94.0,992.6
2016,3,25,5,18,5.1,94.0,993.0
2016,3,25,6,36,5.3,93.0,993.0
2016,3,25,7,44,5.6,91.0,993.3
2016,3,25,8,44,5.6,92.0,993.6
2016,3,25,9,99,3.8,89.0,994.6
2016,3,25,10,137,3.7,90.0,995.5
2016,3,25,11,176,4.5,88.0,996.3
2016,3,25,12,197,5.6,82.0,997.0
2016,3,25,13,240,5.2,84.0,998.0
2016,3,25,14,247,6.5,74.0,998.7
2016,3,25,15,214,6.6,70.0,998.8
2016,3,25,16,218,6.5,73.0,999.0
2016,3,25,17,175,6.0,76.0,999.4
2016,3,25,18,159,5.2,79.0,1000.2
2016,3,25,19,153,4.7,84.0,1000.0
2016,3,25,20,142,4.5,85.0,1000.9
2016,3,25,21,84,4.7,82.0,1001.0
2016,3,25,22,70,5.3,77.0,1000.9
2016,3,25,23,79,5.4,77.0,999.9
2016,3,26,0,45,5.4,76.0,999.2
2016,3,26,1,27,5.6,72.0,998.7
2016,3,26,2,46,5.6,69.0,998.3
2016,3,26,3,27,5.3,74.0,997.7
2016,3,26,4,16,5.8,70.0,997.0
2016,3,26,5,32,6.1,70.0,996.5
2016,3,26,6,38,6.7,70.0,995.8
2016,3,26,7,54,7.3,71.0,995.0
2016,3,26,8,75,7.9,72.0,994.8
2016,3,26,9,154,8.8,68.0,994.3
2016,3,26,10,215,9.2,64.0,994.0
2016,3,26,11,251,9.1,64.0,994.1
2016,3,26,12,215,8.4,66.0,994.0
2016,3,26,13,226,6.9,78.0,993.1
2016,3,26,14,206,6.5,84.0,993.1
2016,3,26,15,203,7.1,81.0,992.3
2016,3,26,16,214,6.5,86.0,991.1
2016,3,26,17,155,7.4,79.0,990.4
2016,3,26,18,130,6.6,84.0,990.1
2016,3,26,19,139,6.2,86.0,989.4
2016,3,26,20,132,6.3,83.0,988.6
2016,3,26,21,87,6.0,85.0,987.6
2016,3,26,22,90,6.2,86.0,986.4
2016,3,26,23,93,6.8,87.0,985.0
2016,3,27,0,53,7.6,89.0,983.5
2016,3,27,1,64,8.5,89.0,982.2
2016,3,27,2,71,,,
2016,3,27,3,44,9.0,88.0,980.8
2016,3,27,3,44,8.9,89.0,980.2
2016,3,27,4,35,8.3,88.0,980.5
2016,3,27,5,42,7.1,88.0,981.7
2016,3,27,6,27,7.6,83.0,982.0
2016,3,27,7,38,7.5,81.0,981.8
2016,3,27,8,76,7.4,78.0,982.5
2016,3,27,9,113,7.5,73.0,983.5
2016,3,27,10,135,7.7,67.0,983.4
2016,3,27,11,167,7.7,66.0,983.7
2016,3,27,12,270,8.4,61.0,984.0
2016,3,27,13,197,8.3,64.0,984.5
2016,3,27,14,297,8.2,65.0,985.4
2016,3,27,15,191,7.5,71.0,985.4
2016,3,27,16,198,7.2,74.0,986.2
2016,3,27,17,202,7.0,76.0,986.7
2016,3,27,18,214,5.7,86.0,988.1
2016,3,27,19,157,6.3,81.0,988.4
2016,3,27,20,103,6.1,84.0,988.7
2016,3,27,21,101,6.6,74.0,988.7
2016,3,27,22,56,6.7,71.0,988.7
2016,3,27,23,26,7.0,68.0,988.1
2016,3,28,0,37,7.0,67.0,987.6
2016,3,28,1,21,6.4,72.0,987.2
2016,3,28,2,36,6.7,72.0,986.6
2016,3,28,3,17,6.3,72.0,986.9
2016,3,28,4,22,7.1,68.0,985.7
2016,3,28,5,37,7.2,67.0,985.7
2016,3,28,6,38,7.6,64.0,985.5
2016,3,28,7,68,6.4,77.0,985.7
2016,3,28,8,87,7.0,70.0,985.5
2016,3,28,9,139,8.2,59.0,985.2
2016,3,28,10,187,7.6,63.0,984.2
2016,3,28,11,218,8.2,63.0,983.0
2016,3,28,12,263,7.0,75.0,982.0
2016,3,28,13,289,8.4,66.0,981.7
2016,3,28,14,298,7.8,74.0,981.0
2016,3,28,15,249,8.4,67.0,980.0
2016,3,28,16,287,9.5,57.0,979.1
2016,3,28,17,269,10.3,49.0,978.3
2016,3,28,18,233,10.9,46.0,977.8
2016,3,28,19,145,10.7,47.0,977.5
2016,3,28,20,122,9.8,53.0,977.6
2016,3,28,21,94,8.8,60.0,976.3
2016,3,28,22,50,10.2,48.0,974.6
2016,3,28,23,24,10.4,46.0,973.1
2016,3,29,0,20,9.4,53.0,973.1
